Day,EUR,NEAR
55,7.600000,6.840000,
55,6.650000,5.985000,
55,8.550000,7.695000,
55,8.550000,7.695000,
55,8.550000,7.695000,
55,13.300000,11.970000,
55,13.300000,11.970000,
55,8.550000,7.695000,
55,1.900000,1.710000,
55,5.700000,5.130000,
55,6.650000,5.985000,
56,5.700000,5.130000,
56,5.700000,5.130000,
56,1.900000,1.710000,
56,4.750000,4.275000,
56,8.550000,7.695000,
56,14.250000,12.825000,
56,4.750000,4.275000,
56,4.750000,4.275000,
56,9.500000,8.550000,
56,8.550000,7.695000,
56,1.900000,1.710000,
56,9.500000,8.550000,
56,8.550000,7.695000,
56,9.500000,8.550000,
56,19.000000,17.100000,
56,4.750000,4.275000,
56,8.550000,7.695000,
56,14.250000,12.825000,
56,7.600000,6.840000,
56,6.650000,5.985000,
56,8.550000,7.695000,
56,12.350001,11.115001,
56,8.550000,7.695000,
56,6.650000,5.985000,
56,5.700000,5.130000,
56,12.350001,11.115001,
56,7.600000,6.840000,
56,15.199999,13.679999,
56,6.650000,5.985000,
56,5.700000,5.130000,
56,7.600000,6.840000,
56,6.650000,5.985000,
56,9.500000,8.550000,
56,7.600000,6.840000,
56,13.300000,11.970000,
56,5.700000,5.130000,
56,18.049999,16.244999,
56,5.700000,5.130000,
56,2.850000,2.565000,
56,13.300000,11.970000,
56,8.550000,7.695000,
56,13.300000,11.970000,
56,1.900000,1.710000,
56,8.550000,7.695000,
57,1.900000,1.710000,
57,12.350001,11.115001,
57,4.750000,4.275000,
57,4.750000,4.275000,
57,7.600000,6.840000,
57,6.650000,5.985000,
57,8.550000,7.695000,
57,8.550000,7.695000,
57,1.900000,1.710000,
57,4.750000,4.275000,
57,8.550000,7.695000,
57,9.500000,8.550000,
57,2.850000,2.565000,
57,14.250000,12.825000,
57,6.650000,5.985000,
57,18.049999,16.244999,
57,9.500000,8.550000,
57,2.850000,2.565000,
57,4.750000,4.275000,
57,13.300000,11.970000,
57,5.700000,5.130000,
57,1.900000,1.710000,
57,5.700000,5.130000,
57,13.300000,11.970000,
57,19.000000,17.100000,
57,1.900000,1.710000,
57,6.650000,5.985000,
57,8.550000,7.695000,
57,15.199999,13.679999,
57,7.600000,6.840000,
57,4.750000,4.275000,
57,9.500000,8.550000,
57,8.550000,7.695000,
57,5.700000,5.130000,
57,2.850000,2.565000,
57,2.850000,2.565000,
57,8.550000,7.695000,
57,4.750000,4.275000,
57,15.199999,13.679999,
58,13.300000,11.970000,
58,8.550000,7.695000,
58,5.700000,5.130000,
58,9.500000,8.550000,
58,8.550000,7.695000,
58,4.750000,4.275000,
58,9.500000,8.550000,
58,8.550000,7.695000,
58,9.500000,8.550000,
58,18.049999,16.244999,
58,12.350001,11.115001,
58,8.550000,7.695000,
58,4.750000,4.275000,
58,9.500000,8.550000,
58,13.300000,11.970000,
58,4.750000,4.275000,
58,14.250000,12.825000,
58,6.650000,5.985000,
58,2.850000,2.565000,
58,1.900000,1.710000,
58,6.650000,5.985000,
58,2.850000,2.565000,
58,12.350001,11.115001,
58,13.300000,11.970000,
58,8.550000,7.695000,
58,7.600000,6.840000,
58,5.700000,5.130000,
58,6.650000,5.985000,
58,8.550000,7.695000,
58,15.199999,13.679999,
58,9.500000,8.550000,
58,13.300000,11.970000,
58,10.450000,9.405000,
58,5.700000,5.130000,
58,6.650000,5.985000,
58,5.700000,5.130000,
58,4.750000,4.275000,
58,12.350001,11.115001,
58,14.250000,12.825000,
58,9.500000,8.550000,
58,13.300000,11.970000,
58,5.700000,5.130000,
58,4.750000,4.275000,
58,9.500000,8.550000,
58,12.350001,11.115001,
58,4.750000,4.275000,
58,8.550000,7.695000,
58,14.250000,12.825000,
58,6.650000,5.985000,
58,8.550000,7.695000,
58,19.000000,17.100000,
58,9.500000,8.550000,
59,18.049999,16.244999,
59,5.700000,5.130000,
59,7.600000,6.840000,
59,7.600000,6.840000,
59,6.650000,5.985000,
59,8.550000,7.695000,
59,14.250000,12.825000,
59,4.750000,4.275000,
59,8.550000,7.695000,
59,4.750000,4.275000,
59,17.100000,15.390000,
59,2.850000,2.565000,
59,5.700000,5.130000,
59,6.650000,5.985000,
59,8.550000,7.695000,
59,5.700000,5.130000,
59,2.850000,2.565000,
59,8.550000,7.695000,
59,13.300000,11.970000,
59,2.850000,2.565000,
59,5.700000,5.130000,
59,9.500000,8.550000,
59,5.700000,5.130000,
59,7.600000,6.840000,
59,2.850000,2.565000,
59,8.550000,7.695000,
59,6.650000,5.985000,
59,4.750000,4.275000,
59,2.850000,2.565000,
59,8.550000,7.695000,
59,2.850000,2.565000,
59,6.650000,5.985000,
59,5.700000,5.130000,
59,3.800000,3.420000,
59,12.350001,11.115001,
59,4.750000,4.275000,
59,9.500000,8.550000,
60,13.300000,11.970000,
60,9.500000,8.550000,
60,14.250000,12.825000,
60,5.700000,5.130000,
60,2.850000,2.565000,
60,13.300000,11.970000,
60,18.049999,16.244999,
60,3.800000,3.420000,
60,8.550000,7.695000,
60,12.350001,11.115001,
60,6.650000,5.985000,
60,8.550000,7.695000,
60,13.300000,11.970000,
60,14.250000,12.825000,
60,9.500000,8.550000,
60,4.750000,4.275000,
60,8.550000,7.695000,
60,14.250000,12.825000,
60,7.600000,6.840000,
60,12.350001,11.115001,
60,2.850000,2.565000,
60,8.550000,7.695000,
60,13.300000,11.970000,
60,8.550000,7.695000,
60,12.350001,11.115001,
60,7.600000,6.840000,
60,13.300000,11.970000,
60,2.850000,2.565000,
60,13.300000,11.970000,
60,8.550000,7.695000,
60,12.350001,11.115001,
60,14.250000,12.825000,
60,4.750000,4.275000,
60,13.300000,11.970000,
60,5.700000,5.130000,
60,9.500000,8.550000,
60,12.350001,11.115001,
60,5.700000,5.130000,
60,9.500000,8.550000,
60,18.049999,16.244999,
60,7.600000,6.840000,
60,6.650000,5.985000,
60,1.900000,1.710000,
60,2.850000,2.565000,
60,12.350001,11.115001,
60,4.750000,4.275000,
60,9.500000,8.550000,
60,12.350001,11.115001,
60,8.550000,7.695000,
61,5.700000,5.130000,
61,1.900000,1.710000,
61,8.550000,7.695000,
61,7.600000,6.840000,
61,4.750000,4.275000,
61,13.300000,11.970000,
61,14.250000,12.825000,
61,19.000000,17.100000,
61,18.049999,16.244999,
61,7.600000,6.840000,
61,15.199999,13.679999,
61,8.550000,7.695000,
61,6.650000,5.985000,
61,5.700000,5.130000,
61,1.900000,1.710000,
61,5.700000,5.130000,
61,3.800000,3.420000,
61,8.550000,7.695000,
61,18.049999,16.244999,
61,4.750000,4.275000,
61,10.450000,9.405000,
61,2.850000,2.565000,
61,2.850000,2.565000,
61,8.550000,7.695000,
61,4.750000,4.275000,
61,9.500000,8.550000,
61,9.500000,8.550000,
61,9.500000,8.550000,
61,17.100000,15.390000,
61,7.600000,6.840000,
61,6.650000,5.985000,
61,10.450000,9.405000,
61,7.600000,6.840000,
61,9.500000,8.550000,
61,9.500000,8.550000,
61,9.500000,8.550000,
61,9.500000,8.550000,
61,13.300000,11.970000,
61,0.000000,0.000000,
61,2.850000,2.565000,
61,6.650000,5.985000,
61,12.350001,11.115001,
61,12.350001,11.115001,
61,18.049999,16.244999,
62,2.850000,2.565000,
62,6.650000,5.985000,
62,7.600000,6.840000,
62,10.450000,9.405000,
62,6.650000,5.985000,
62,1.900000,1.710000,
62,18.049999,16.244999,
62,6.650000,5.985000,
62,6.650000,5.985000,
62,12.350001,11.115001,
62,12.350001,11.115001,
62,5.700000,5.130000,
62,8.550000,7.695000,
62,9.500000,8.550000,
62,9.500000,8.550000,
62,12.350001,11.115001,
62,9.500000,8.550000,
62,18.049999,16.244999,
62,9.500000,8.550000,
62,8.550000,7.695000,
62,3.800000,3.420000,
62,6.650000,5.985000,
62,6.650000,5.985000,
62,8.550000,7.695000,
62,12.350001,11.115001,
62,15.199999,13.679999,
62,12.350001,11.115001,
62,19.000000,17.100000,
62,18.049999,16.244999,
62,8.550000,7.695000,
62,15.199999,13.679999,
62,14.250000,12.825000,
62,4.750000,4.275000,
62,9.500000,8.550000,
62,4.750000,4.275000,
62,13.300000,11.970000,
62,7.600000,6.840000,
62,7.600000,6.840000,
62,6.650000,5.985000,
62,1.900000,1.710000,
62,8.550000,7.695000,
62,7.600000,6.840000,
63,8.550000,7.695000,
63,1.900000,1.710000,
63,6.650000,5.985000,
63,2.850000,2.565000,
63,6.650000,5.985000,
63,2.850000,2.565000,
63,8.550000,7.695000,
63,13.300000,11.970000,
63,12.350001,11.115001,
63,0.950000,0.855000,
63,4.750000,4.275000,
63,5.700000,5.130000,
63,7.600000,6.840000,
63,13.300000,11.970000,
63,1.900000,1.710000,
63,9.500000,8.550000,
63,0.000000,0.000000,
63,6.650000,5.985000,
63,10.450000,9.405000,
63,8.550000,7.695000,
63,7.600000,6.840000,
63,5.700000,5.130000,
63,12.350001,11.115001,
63,8.550000,7.695000,
63,2.850000,2.565000,
63,7.600000,6.840000,
63,1.900000,1.710000,
63,13.300000,11.970000,
63,12.350001,11.115001,
63,9.500000,8.550000,
63,7.600000,6.840000,
63,2.850000,2.565000,
63,12.350001,11.115001,
63,7.600000,6.840000,
63,14.250000,12.825000,
63,5.700000,5.130000,
63,2.850000,2.565000,
63,5.700000,5.130000,
63,3.800000,3.420000,
64,2.850000,2.565000,
64,6.650000,5.985000,
64,6.650000,5.985000,
64,9.500000,8.550000,
64,12.350001,11.115001,
64,7.600000,6.840000,
64,9.500000,8.550000,
64,2.850000,2.565000,
64,6.650000,5.985000,
64,7.600000,6.840000,
64,6.650000,5.985000,
64,8.550000,7.695000,
64,6.650000,5.985000,
64,8.550000,7.695000,
64,14.250000,12.825000,
64,12.350001,11.115001,
64,13.300000,11.970000,
64,4.750000,4.275000,
64,7.600000,6.840000,
64,9.500000,8.550000,
64,2.850000,2.565000,
64,2.850000,2.565000,
64,18.049999,16.244999,
64,6.650000,5.985000,
64,2.850000,2.565000,
64,2.850000,2.565000,
64,9.500000,8.550000,
64,2.850000,2.565000,
64,2.850000,2.565000,
64,14.250000,12.825000,
64,13.300000,11.970000,
64,14.250000,12.825000,
64,12.350001,11.115001,
64,2.850000,2.565000,
64,7.600000,6.840000,
64,8.550000,7.695000,
64,12.350001,11.115001,
64,2.850000,2.565000,
64,5.700000,5.130000,
64,8.550000,7.695000,
64,14.250000,12.825000,
64,8.550000,7.695000,
64,9.500000,8.550000,
64,2.850000,2.565000,
64,12.350001,11.115001,
64,14.250000,12.825000,
64,6.650000,5.985000,
65,3.800000,3.420000,
65,7.600000,6.840000,
65,12.350001,11.115001,
65,2.850000,2.565000,
65,6.650000,5.985000,
65,2.850000,2.565000,
65,2.850000,2.565000,
65,15.199999,13.679999,
65,4.750000,4.275000,
65,2.850000,2.565000,
65,5.700000,5.130000,
65,1.900000,1.710000,
65,14.250000,12.825000,
65,14.250000,12.825000,
65,13.300000,11.970000,
65,5.700000,5.130000,
65,6.650000,5.985000,
65,13.300000,11.970000,
65,4.750000,4.275000,
65,4.750000,4.275000,
65,2.850000,2.565000,
65,17.100000,15.390000,
65,6.650000,5.985000,
65,14.250000,12.825000,
65,5.700000,5.130000,
65,2.850000,2.565000,
65,12.350001,11.115001,
65,7.600000,6.840000,
65,7.600000,6.840000,
65,5.700000,5.130000,
65,6.650000,5.985000,
65,4.750000,4.275000,
65,8.550000,7.695000,
65,2.850000,2.565000,
65,3.800000,3.420000,
65,6.650000,5.985000,
65,4.750000,4.275000,
65,7.600000,6.840000,
65,4.750000,4.275000,
65,9.500000,8.550000,
65,8.550000,7.695000,
66,8.550000,7.695000,
66,9.500000,8.550000,
66,9.500000,8.550000,
66,9.500000,8.550000,
66,10.450000,9.405000,
66,1.900000,1.710000,
66,5.700000,5.130000,
66,12.350001,11.115001,
66,12.350001,11.115001,
66,12.350001,11.115001,
66,1.900000,1.710000,
66,13.300000,11.970000,
66,18.049999,16.244999,
66,5.700000,5.130000,
66,2.850000,2.565000,
66,10.450000,9.405000,
66,1.900000,1.710000,
66,5.700000,5.130000,
66,9.500000,8.550000,
66,9.500000,8.550000,
66,7.600000,6.840000,
66,14.250000,12.825000,
66,14.250000,12.825000,
66,7.600000,6.840000,
66,12.350001,11.115001,
66,8.550000,7.695000,
66,5.700000,5.130000,
66,15.199999,13.679999,
66,9.500000,8.550000,
66,15.199999,13.679999,
66,5.700000,5.130000,
66,0.000000,0.000000,
66,3.800000,3.420000,
66,4.750000,4.275000,
66,4.750000,4.275000,
66,7.600000,6.840000,
66,13.300000,11.970000,
66,13.300000,11.970000,
66,8.550000,7.695000,
66,12.350001,11.115001,
66,8.550000,7.695000,
66,4.750000,4.275000,
66,12.350001,11.115001,
66,7.600000,6.840000,
66,4.750000,4.275000,
66,12.350001,11.115001,
66,2.850000,2.565000,
66,2.850000,2.565000,
66,7.600000,6.840000,
66,5.700000,5.130000,
66,12.350001,11.115001,
66,9.500000,8.550000,
66,7.600000,6.840000,
66,1.900000,1.710000,
66,5.700000,5.130000,
66,7.600000,6.840000,
67,13.300000,11.970000,
67,14.250000,12.825000,
67,8.550000,7.695000,
67,18.049999,16.244999,
67,7.600000,6.840000,
67,1.900000,1.710000,
67,5.700000,5.130000,
67,14.250000,12.825000,
67,5.700000,5.130000,
67,4.750000,4.275000,
67,8.550000,7.695000,
67,1.900000,1.710000,
67,2.850000,2.565000,
67,2.850000,2.565000,
67,10.450000,9.405000,
67,8.550000,7.695000,
67,6.650000,5.985000,
67,9.500000,8.550000,
67,7.600000,6.840000,
67,2.850000,2.565000,
67,5.700000,5.130000,
67,6.650000,5.985000,
67,13.300000,11.970000,
67,2.850000,2.565000,
67,4.750000,4.275000,
67,12.350001,11.115001,
67,9.500000,8.550000,
67,8.550000,7.695000,
67,7.600000,6.840000,
67,13.300000,11.970000,
67,4.750000,4.275000,
67,9.500000,8.550000,
67,15.199999,13.679999,
67,2.850000,2.565000,
67,5.700000,5.130000,
67,13.300000,11.970000,
67,5.700000,5.130000,
67,6.650000,5.985000,
67,8.550000,7.695000,
67,8.550000,7.695000,
67,8.550000,7.695000,
67,7.600000,6.840000,
67,18.049999,16.244999,
68,2.850000,2.565000,
68,10.450000,9.405000,
68,1.900000,1.710000,
68,8.550000,7.695000,
68,8.550000,7.695000,
68,5.700000,5.130000,
68,5.700000,5.130000,
68,7.600000,6.840000,
68,9.500000,8.550000,
68,7.600000,6.840000,
68,12.350001,11.115001,
68,5.700000,5.130000,
68,12.350001,11.115001,
68,8.550000,7.695000,
68,5.700000,5.130000,
68,7.600000,6.840000,
68,18.049999,16.244999,
68,8.550000,7.695000,
68,2.850000,2.565000,
68,9.500000,8.550000,
68,5.700000,5.130000,
68,1.900000,1.710000,
68,5.700000,5.130000,
68,5.700000,5.130000,
68,2.850000,2.565000,
68,7.600000,6.840000,
68,18.049999,16.244999,
68,7.600000,6.840000,
68,13.300000,11.970000,
68,14.250000,12.825000,
68,5.700000,5.130000,
68,2.850000,2.565000,
68,6.650000,5.985000,
68,14.250000,12.825000,
68,13.300000,11.970000,
68,12.350001,11.115001,
68,5.700000,5.130000,
68,13.300000,11.970000,
68,13.300000,11.970000,
69,15.199999,13.679999,
69,15.199999,13.679999,
69,7.600000,6.840000,
69,9.500000,8.550000,
69,4.750000,4.275000,
69,12.350001,11.115001,
69,8.550000,7.695000,
69,18.049999,16.244999,
69,2.850000,2.565000,
69,8.550000,7.695000,
69,19.000000,17.100000,
69,10.450000,9.405000,
69,7.600000,6.840000,
69,8.550000,7.695000,
69,14.250000,12.825000,
69,9.500000,8.550000,
69,8.550000,7.695000,
69,14.250000,12.825000,
69,4.750000,4.275000,
69,6.650000,5.985000,
69,9.500000,8.550000,
69,2.850000,2.565000,
69,4.750000,4.275000,
69,18.049999,16.244999,
69,2.850000,2.565000,
69,1.900000,1.710000,
69,9.500000,8.550000,
69,1.900000,1.710000,
69,2.850000,2.565000,
69,8.550000,7.695000,
69,4.750000,4.275000,
69,8.550000,7.695000,
69,5.700000,5.130000,
69,8.550000,7.695000,
69,8.550000,7.695000,
69,6.650000,5.985000,
69,2.850000,2.565000,
69,9.500000,8.550000,
69,8.550000,7.695000,
69,12.350001,11.115001,
70,7.600000,6.840000,
70,8.550000,7.695000,
70,7.600000,6.840000,
70,13.300000,11.970000,
70,5.700000,5.130000,
70,7.600000,6.840000,
70,8.550000,7.695000,
70,4.750000,4.275000,
70,2.850000,2.565000,
70,1.900000,1.710000,
70,6.650000,5.985000,
70,7.600000,6.840000,
70,3.800000,3.420000,
70,4.750000,4.275000,
70,1.900000,1.710000,
70,4.750000,4.275000,
70,1.900000,1.710000,
70,12.350001,11.115001,
70,12.350001,11.115001,
70,6.650000,5.985000,
70,2.850000,2.565000,
70,13.300000,11.970000,
70,8.550000,7.695000,
70,15.199999,13.679999,
70,9.500000,8.550000,
70,7.600000,6.840000,
70,5.700000,5.130000,
70,10.450000,9.405000,
70,2.850000,2.565000,
70,15.199999,13.679999,
70,8.550000,7.695000,
70,17.100000,15.390000,
70,10.450000,9.405000,
70,1.900000,1.710000,
70,5.700000,5.130000,
70,1.900000,1.710000,
70,5.700000,5.130000,
70,18.049999,16.244999,
70,7.600000,6.840000,
70,8.550000,7.695000,
70,9.500000,8.550000,
70,9.500000,8.550000,
70,10.450000,9.405000,
70,18.049999,16.244999,
70,6.650000,5.985000,
70,4.750000,4.275000,
70,9.500000,8.550000,
70,7.600000,6.840000,
71,14.250000,12.825000,
71,15.199999,13.679999,
71,4.750000,4.275000,
71,13.300000,11.970000,
71,7.600000,6.840000,
71,8.550000,7.695000,
71,5.700000,5.130000,
71,12.350001,11.115001,
71,5.700000,5.130000,
71,5.700000,5.130000,
71,2.850000,2.565000,
71,12.350001,11.115001,
71,2.850000,2.565000,
71,2.850000,2.565000,
71,12.350001,11.115001,
71,17.100000,15.390000,
71,9.500000,8.550000,
71,1.900000,1.710000,
71,8.550000,7.695000,
71,8.550000,7.695000,
71,7.600000,6.840000,
71,8.550000,7.695000,
71,5.700000,5.130000,
71,4.750000,4.275000,
71,1.900000,1.710000,
71,18.049999,16.244999,
71,12.350001,11.115001,
71,5.700000,5.130000,
71,6.650000,5.985000,
71,8.550000,7.695000,
71,4.750000,4.275000,
71,1.900000,1.710000,
71,4.750000,4.275000,
71,13.300000,11.970000,
71,5.700000,5.130000,
71,4.750000,4.275000,
71,8.550000,7.695000,
71,9.500000,8.550000,
71,12.350001,11.115001,
71,13.300000,11.970000,
71,12.350001,11.115001,
71,5.700000,5.130000,
71,12.350001,11.115001,
71,12.350001,11.115001,
71,12.350001,11.115001,
71,3.800000,3.420000,
71,4.750000,4.275000,
72,1.900000,1.710000,
72,15.199999,13.679999,
72,7.600000,6.840000,
72,1.900000,1.710000,
72,4.750000,4.275000,
72,13.300000,11.970000,
72,13.300000,11.970000,
72,14.250000,12.825000,
72,7.600000,6.840000,
72,14.250000,12.825000,
72,6.650000,5.985000,
72,1.900000,1.710000,
72,8.550000,7.695000,
72,5.700000,5.130000,
72,7.600000,6.840000,
72,8.550000,7.695000,
72,8.550000,7.695000,
72,1.900000,1.710000,
72,6.650000,5.985000,
72,8.550000,7.695000,
72,4.750000,4.275000,
72,8.550000,7.695000,
72,9.500000,8.550000,
72,12.350001,11.115001,
72,8.550000,7.695000,
72,12.350001,11.115001,
72,5.700000,5.130000,
72,8.550000,7.695000,
72,12.350001,11.115001,
72,5.700000,5.130000,
72,15.199999,13.679999,
72,9.500000,8.550000,
72,15.199999,13.679999,
72,8.550000,7.695000,
72,4.750000,4.275000,
72,18.049999,16.244999,
72,8.550000,7.695000,
72,7.600000,6.840000,
73,7.600000,6.840000,
73,9.500000,8.550000,
73,2.850000,2.565000,
73,7.600000,6.840000,
73,6.650000,5.985000,
73,12.350001,11.115001,
73,4.750000,4.275000,
73,18.049999,16.244999,
73,5.700000,5.130000,
73,12.350001,11.115001,
73,19.000000,17.100000,
73,5.700000,5.130000,
73,6.650000,5.985000,
73,5.700000,5.130000,
73,13.300000,11.970000,
73,18.049999,16.244999,
73,7.600000,6.840000,
73,4.750000,4.275000,
73,7.600000,6.840000,
73,7.600000,6.840000,
73,5.700000,5.130000,
73,12.350001,11.115001,
73,12.350001,11.115001,
73,9.500000,8.550000,
73,10.450000,9.405000,
73,1.900000,1.710000,
73,6.650000,5.985000,
73,9.500000,8.550000,
73,3.800000,3.420000,
73,8.550000,7.695000,
73,12.350001,11.115001,
73,9.500000,8.550000,
73,1.900000,1.710000,
73,12.350001,11.115001,
73,14.250000,12.825000,
73,5.700000,5.130000,
73,1.900000,1.710000,
73,4.750000,4.275000,
73,6.650000,5.985000,
73,1.900000,1.710000,
74,13.300000,11.970000,
74,8.550000,7.695000,
74,14.250000,12.825000,
74,5.700000,5.130000,
74,6.650000,5.985000,
74,19.000000,17.100000,
74,4.750000,4.275000,
74,14.250000,12.825000,
74,8.550000,7.695000,
74,7.600000,6.840000,
74,15.199999,13.679999,
74,15.199999,13.679999,
74,6.650000,5.985000,
74,8.550000,7.695000,
74,5.700000,5.130000,
74,1.900000,1.710000,
74,4.750000,4.275000,
74,9.500000,8.550000,
74,6.650000,5.985000,
74,7.600000,6.840000,
74,9.500000,8.550000,
74,8.550000,7.695000,
74,7.600000,6.840000,
74,0.000000,0.000000,
74,9.500000,8.550000,
74,8.550000,7.695000,
74,6.650000,5.985000,
74,13.300000,11.970000,
74,10.450000,9.405000,
74,6.650000,5.985000,
74,4.750000,4.275000,
74,4.750000,4.275000,
74,14.250000,12.825000,
74,15.199999,13.679999,
74,5.700000,5.130000,
75,5.700000,5.130000,
75,9.500000,8.550000,
75,13.300000,11.970000,
75,14.250000,12.825000,
75,14.250000,12.825000,
75,2.850000,2.565000,
75,7.600000,6.840000,
75,8.550000,7.695000,
75,8.550000,7.695000,
75,1.900000,1.710000,
75,2.850000,2.565000,
75,12.350001,11.115001,
75,8.550000,7.695000,
75,1.900000,1.710000,
75,6.650000,5.985000,
75,12.350001,11.115001,
75,14.250000,12.825000,
75,12.350001,11.115001,
75,4.750000,4.275000,
75,8.550000,7.695000,
75,13.300000,11.970000,
75,6.650000,5.985000,
75,12.350001,11.115001,
75,5.700000,5.130000,
75,13.300000,11.970000,
75,5.700000,5.130000,
75,10.450000,9.405000,
75,7.600000,6.840000,
75,8.550000,7.695000,
75,8.550000,7.695000,
75,9.500000,8.550000,
75,6.650000,5.985000,
75,12.350001,11.115001,
75,2.850000,2.565000,
75,14.250000,12.825000,
75,9.500000,8.550000,
75,4.750000,4.275000,
75,8.550000,7.695000,
75,15.199999,13.679999,
75,9.500000,8.550000,
75,7.600000,6.840000,
75,18.049999,16.244999,
75,6.650000,5.985000,
75,5.700000,5.130000,
75,12.350001,11.115001,
75,7.600000,6.840000,
75,13.300000,11.970000,
76,2.850000,2.565000,
76,8.550000,7.695000,
76,5.700000,5.130000,
76,15.199999,13.679999,
76,5.700000,5.130000,
76,12.350001,11.115001,
76,12.350001,11.115001,
76,15.199999,13.679999,
76,6.650000,5.985000,
76,8.550000,7.695000,
76,4.750000,4.275000,
76,5.700000,5.130000,
76,4.750000,4.275000,
76,2.850000,2.565000,
76,15.199999,13.679999,
76,8.550000,7.695000,
76,6.650000,5.985000,
76,13.300000,11.970000,
76,12.350001,11.115001,
76,12.350001,11.115001,
76,8.550000,7.695000,
76,8.550000,7.695000,
76,13.300000,11.970000,
76,18.049999,16.244999,
76,7.600000,6.840000,
76,13.300000,11.970000,
76,4.750000,4.275000,
76,8.550000,7.695000,
76,4.750000,4.275000,
76,12.350001,11.115001,
76,12.350001,11.115001,
76,5.700000,5.130000,
76,18.049999,16.244999,
76,7.600000,6.840000,
76,2.850000,2.565000,
76,7.600000,6.840000,
76,13.300000,11.970000,
76,7.600000,6.840000,
77,2.850000,2.565000,
77,6.650000,5.985000,
77,14.250000,12.825000,
77,4.750000,4.275000,
77,8.550000,7.695000,
77,1.900000,1.710000,
77,3.800000,3.420000,
77,14.250000,12.825000,
77,5.700000,5.130000,
77,1.900000,1.710000,
77,13.300000,11.970000,
77,2.850000,2.565000,
77,2.850000,2.565000,
77,12.350001,11.115001,
77,12.350001,11.115001,
77,6.650000,5.985000,
77,8.550000,7.695000,
77,8.550000,7.695000,
77,4.750000,4.275000,
77,5.700000,5.130000,
77,6.650000,5.985000,
77,5.700000,5.130000,
77,18.049999,16.244999,
77,14.250000,12.825000,
77,6.650000,5.985000,
77,18.049999,16.244999,
77,12.350001,11.115001,
77,12.350001,11.115001,
77,8.550000,7.695000,
77,5.700000,5.130000,
77,12.350001,11.115001,
77,8.550000,7.695000,
77,4.750000,4.275000,
77,1.900000,1.710000,
77,5.700000,5.130000,
77,5.700000,5.130000,
77,9.500000,8.550000,
77,5.700000,5.130000,
77,5.700000,5.130000,
78,8.550000,7.695000,
78,4.750000,4.275000,
78,13.300000,11.970000,
78,9.500000,8.550000,
78,4.750000,4.275000,
78,12.350001,11.115001,
78,8.550000,7.695000,
78,14.250000,12.825000,
78,9.500000,8.550000,
78,8.550000,7.695000,
78,8.550000,7.695000,
78,1.900000,1.710000,
78,13.300000,11.970000,
78,9.500000,8.550000,
78,13.300000,11.970000,
78,13.300000,11.970000,
78,0.000000,0.000000,
78,7.600000,6.840000,
78,7.600000,6.840000,
78,8.550000,7.695000,
78,1.900000,1.710000,
78,9.500000,8.550000,
78,7.600000,6.840000,
78,7.600000,6.840000,
78,14.250000,12.825000,
78,13.300000,11.970000,
78,5.700000,5.130000,
78,13.300000,11.970000,
78,5.700000,5.130000,
78,7.600000,6.840000,
78,4.750000,4.275000,
78,12.350001,11.115001,
78,5.700000,5.130000,
78,12.350001,11.115001,
78,7.600000,6.840000,
78,8.550000,7.695000,
78,8.550000,7.695000,
78,7.600000,6.840000,
78,18.049999,16.244999,
78,19.000000,17.100000,
78,8.550000,7.695000,
78,8.550000,7.695000,
78,12.350001,11.115001,
78,9.500000,8.550000,
78,8.550000,7.695000,
78,4.750000,4.275000,
78,7.600000,6.840000,
78,1.900000,1.710000,
78,12.350001,11.115001,
78,6.650000,5.985000,
78,8.550000,7.695000,
78,15.199999,13.679999,
78,6.650000,5.985000,
78,9.500000,8.550000,
78,4.750000,4.275000,
78,2.850000,2.565000,
79,12.350001,11.115001,
79,8.550000,7.695000,
79,14.250000,12.825000,
79,12.350001,11.115001,
79,13.300000,11.970000,
79,12.350001,11.115001,
79,4.750000,4.275000,
79,5.700000,5.130000,
79,7.600000,6.840000,
79,9.500000,8.550000,
79,2.850000,2.565000,
79,8.550000,7.695000,
79,6.650000,5.985000,
79,7.600000,6.840000,
79,7.600000,6.840000,
79,4.750000,4.275000,
79,9.500000,8.550000,
79,13.300000,11.970000,
79,17.100000,15.390000,
79,6.650000,5.985000,
79,2.850000,2.565000,
79,3.800000,3.420000,
79,5.700000,5.130000,
79,14.250000,12.825000,
79,4.750000,4.275000,
79,6.650000,5.985000,
79,3.800000,3.420000,
79,7.600000,6.840000,
79,6.650000,5.985000,
79,9.500000,8.550000,
79,6.650000,5.985000,
79,4.750000,4.275000,
79,7.600000,6.840000,
79,0.000000,0.000000,
79,9.500000,8.550000,
79,18.049999,16.244999,
79,1.900000,1.710000,
79,10.450000,9.405000,
79,7.600000,6.840000,
80,1.900000,1.710000,
80,5.700000,5.130000,
80,13.300000,11.970000,
80,3.800000,3.420000,
80,5.700000,5.130000,
80,13.300000,11.970000,
80,15.199999,13.679999,
80,5.700000,5.130000,
80,5.700000,5.130000,
80,18.049999,16.244999,
80,8.550000,7.695000,
80,8.550000,7.695000,
80,5.700000,5.130000,
80,6.650000,5.985000,
80,8.550000,7.695000,
80,6.650000,5.985000,
80,5.700000,5.130000,
80,8.550000,7.695000,
80,7.600000,6.840000,
80,8.550000,7.695000,
80,4.750000,4.275000,
80,5.700000,5.130000,
80,1.900000,1.710000,
80,18.049999,16.244999,
80,8.550000,7.695000,
80,4.750000,4.275000,
